x, y, z
6.2378e+07,-6.9074e+07,5.7439e+27
-3.317e+07,8.288e+07,7.1442e+27
4.3681e+07,1.2835e+07,6.4173e+26
9.2952e+07,-1.764e+07,2.4712e+27
-9.757e+06,4.5929e+07,2.1333e+27
-3.0354e+06,-9.6648e+07,9.3432e+27
2.8553e+06,2.0549e+07,4.2429e+26
-9.5265e+07,-3.8999e+07,3.7898e+27
-5.9736e+07,-2.6124e+07,1.5745e+27
-5.9671e+07,-9.6472e+07,1.0197e+28
-9.8604e+07,-7.4967e+07,8.0507e+27
6.6092e+07,-9.536e+07,1.0186e+28
-5.368e+07,-2.1442e+07,1.1801e+27
-4.8422e+07,-5.8926e+07,4.0585e+27
7.3096e+07,-8.0559e+07,7.8255e+27
-4.186e+07,-7.2698e+07,5.7231e+27
7.3614e+07,-3.1662e+07,2.3573e+27
-3.5813e+07,3.2119e+07,1.3522e+27
-1.6055e+07,9.3218e+06,1.5134e+26
7.6074e+07,5.7912e+07,4.8006e+27
2.7553e+07,-4.0656e+07,1.8427e+27
4.4508e+07,3.5509e+07,1.7562e+27
3.6232e+07,-7.8879e+07,6.5501e+27
8.5653e+07,-7.9436e+07,8.1442e+27
-1.5384e+07,4.9158e+07,2.4757e+27
-4.9765e+06,-7.6603e+07,5.8742e+27
2.5717e+06,-3.4856e+07,1.2166e+27
-8.1228e+07,8.379e+07,8.6702e+27
4.7514e+07,1.6191e+07,8.2654e+26
9.5732e+07,-1.5346e+06,2.2935e+27
-6.2666e+07,-4.5399e+07,3.0428e+27
1.7901e+07,-9.9943e+07,1.0069e+28
-5.7202e+07,-6.6316e+07,5.2158e+27
9.4263e+07,-3.2656e+07,3.2878e+27
-6.3775e+07,-8.0162e+07,7.4428e+27
-7.8487e+06,5.2728e+07,2.7957e+27
-3.4879e+07,2.8331e+07,1.1068e+27
-2.3099e+07,7.9605e+07,6.4703e+27
5.6785e+07,-8.4637e+07,7.9695e+27
-9.737e+07,8.2156e+07,9.1199e+27
-2.3263e+06,1.4181e+07,2.0245e+26
3.8694e+07,9.3183e+07,9.0573e+27
-8.4875e+07,-7.0654e+07,6.7929e+27
-2.7461e+07,6.7384e+06,2.3394e+26
-5.9817e+07,1.0575e+07,1.0064e+27
4.3706e+07,-9.9147e+06,5.7586e+26
6.7613e+07,7.0777e+07,6.1522e+27
9.7581e+07,-4.6186e+07,4.5137e+27
3.0955e+07,-3.836e+07,1.711e+27
5.2606e+07,5.557e+07,3.7798e+27
9.7894e+07,-7.9753e+07,8.7564e+27
8.0539e+07,-8.1082e+07,8.1959e+27
7.633e+07,-4.7166e+07,3.6812e+27
8.9225e+07,-4.371e+07,3.9008e+27
-3.6549e+07,9.1682e+07,8.7396e+27
2.3008e+07,-7.6479e+07,5.9813e+27
-5.3775e+07,-2.9158e+06,7.3145e+26
1.6354e+07,3.6859e+07,1.4255e+27
5.2014e+07,-3.6489e+07,2.0079e+27
-1.2705e+07,9.2259e+07,8.5521e+27
-1.0393e+07,3.1108e+07,9.9474e+26
-2.1477e+07,-1.3713e+07,3.0336e+26
6.7609e+07,1.7371e+06,1.1457e+27
2.129e+07,2.1001e+07,5.5435e+26
8.5716e+06,-6.8766e+07,4.7471e+27
9.0281e+07,-9.701e+07,1.1449e+28
-9.3201e+06,-7.1536e+07,5.1392e+27
-4.1443e+07,7.6267e+07,6.246e+27
-6.0175e+07,-3.5926e+06,9.1816e+26
-9.6033e+07,7.1338e+07,7.3948e+27
3.1716e+07,4.553e+06,2.7221e+26
-1.8203e+07,6.1954e+07,3.9211e+27
9.8737e+07,6.731e+07,6.9679e+27
9.3837e+07,5.7939e+06,2.2349e+27
-6.3202e+06,-1.9129e+06,1.3646e+25
5.116e+07,2.9824e+07,1.5438e+27
3.2133e+07,-2.6551e+07,9.6307e+26
-5.7085e+07,-9.731e+07,1.0284e+28
2.2829e+07,5.2911e+07,2.9299e+27
-3.8937e+07,-9.8184e+07,1.0019e+28
3.3184e+07,-6.2474e+07,4.1782e+27
9.1682e+07,4.5098e+07,4.1352e+27
6.8972e+07,-4.0077e+07,2.7955e+27
-3.9892e+07,8.3906e+07,7.438e+27
8.5618e+07,-9.8399e+06,1.9294e+27
3.2178e+07,8.3974e+07,7.3104e+27
5.2575e+07,3.1908e+07,1.7091e+27
-1.7831e+07,-1.1451e+07,2.1061e+26
5.067e+07,2.1219e+07,1.0921e+27
7.6901e+07,-2.1957e+07,1.9605e+27
6.2825e+07,-9.5213e+07,1.0052e+28
2.6177e+07,6.8855e+07,4.9123e+27
-6.4741e+07,-3.2728e+07,2.119e+27
3.8558e+06,-7.6566e+07,5.8661e+27
-5.1747e+07,-3.9262e+07,2.2109e+27
-4.4507e+07,1.429e+07,6.9943e+26
-3.8982e+06,9.3615e+07,8.7676e+27
-2.4914e+07,-8.0161e+07,6.581e+27
-9.0855e+07,2.6339e+06,2.0706e+27
3.3887e+07,-2.7752e+07,1.0572e+27
7.9782e+06,-3.2174e+07,1.0511e+27
3.0244e+07,9.8852e+07,1e+28
-3.1966e+07,7.3845e+07,5.7086e+27
-7.1929e+07,1.7868e+07,1.6127e+27
4.0246e+07,-6.2564e+07,4.3192e+27
3.3866e+07,4.4644e+06,3.0666e+26
7.7261e+07,7.677e+07,7.3859e+27
-3.2064e+07,6.0568e+07,3.9255e+27
-4.0194e+06,5.154e+07,2.6604e+27
2.9579e+07,4.7378e+07,2.4634e+27
6.1746e+06,-2.2074e+07,4.968e+26
7.2398e+07,6.7808e+07,5.9083e+27
-3.5831e+06,-9.045e+07,8.1845e+27
-6.4706e+07,9.3414e+07,9.7729e+27
1.7751e+07,6.0007e+07,3.6796e+27
3.6549e+07,-8.9197e+07,8.29e+27
7.1466e+07,5.842e+07,4.6897e+27
-4.9476e+07,-8.4614e+07,7.7715e+27
5.6642e+07,2.3634e+07,1.3606e+27
-7.0683e+07,4.2368e+07,3.0441e+27
3.1945e+07,-7.6251e+07,6.0694e+27
-7.1438e+07,9.8307e+07,1.094e+28
7.2177e+07,-8.007e+07,7.7135e+27
2.6929e+07,4.8339e+07,2.5179e+27
7.6021e+07,4.8896e+06,1.4687e+27
7.3432e+07,9.3457e+07,1.0082e+28
8.081e+07,-6.7564e+07,6.1974e+27
-1.36e+07,5.5822e+07,3.1623e+27
-4.2022e+07,-7.4953e+07,6.0594e+27
4.7793e+07,5.2148e+07,3.2904e+27
5.8495e+07,5.1371e+07,3.4944e+27
1.184e+07,9.8385e+07,9.7147e+27
1.375e+07,4.9828e+07,2.5301e+27
2.0633e+07,3.0438e+07,1.0329e+27
2.0076e+07,-7.5288e+07,5.769e+27
9.3047e+07,-4.3868e+07,4.0888e+27
-8.8776e+07,-2.203e+07,2.4556e+27
2.6769e+07,6.2227e+07,4.0513e+27
1.8915e+07,-6.632e+07,4.4878e+27
-5.9619e+07,-7.2588e+07,6.1577e+27
8.9301e+07,1.6472e+07,2.265e+27
-8.9148e+06,9.5955e+07,9.2272e+27
-1.7276e+07,-9.5033e+07,9.1059e+27
9.3395e+07,-9.0643e+07,1.0397e+28
-8.5463e+07,3.0723e+07,2.7699e+27
8.3073e+07,-9.0646e+07,9.942e+27
3.3549e+07,-7.3055e+07,5.6184e+27
9.775e+07,-4.5576e+07,4.4659e+27
5.1043e+07,-1.1144e+07,7.7553e+26
-6.1118e+07,-7.2001e+07,6.1179e+27
8.9108e+07,-4.6994e+07,4.1935e+27
-1.5703e+07,-4.8505e+07,2.4144e+27
5.6713e+07,3.9884e+07,2.3948e+27
-9.879e+07,4.5891e+06,2.4609e+27
-6.7631e+07,-8.8854e+07,9.0384e+27
8.9266e+07,-7.4026e+07,7.472e+27
9.2485e+07,-6.6051e+07,6.5011e+27
4.704e+07,-6.958e+07,5.3946e+27
2.3974e+07,5.918e+07,3.6459e+27
2.0888e+07,6.4876e+06,1.5117e+26
3.3755e+07,-3.6482e+07,1.6158e+27
4.82e+06,-1.1654e+06,7.1662e+24
7.2223e+07,7.3732e+07,6.7405e+27
-2.8815e+07,2.9159e+07,1.0578e+27
-9.3389e+07,-1.4807e+07,2.3996e+27
8.3167e+07,-1.7371e+07,2.0309e+27
-8.7695e+07,-5.9652e+06,1.9582e+27
-4.7205e+07,-2.5086e+07,1.1864e+27
-1.3376e+07,-7.1897e+07,5.214e+27
3.8868e+07,7.4431e+07,5.9177e+27
-1.4521e+07,3.9612e+07,1.6218e+27
9.5276e+07,1.7079e+07,2.5611e+27
-6.0107e+07,-4.8527e+07,3.2581e+27
3.171e+07,7.4548e+07,5.8088e+27
-1.7913e+06,-8.7884e+07,7.7244e+27
2.0364e+06,3.1452e+07,9.9025e+26
-4.7696e+07,5.4499e+06,5.9844e+26
-7.7843e+07,-3.2022e+06,1.5251e+27
3.0726e+07,2.3905e+07,8.0748e+26
-7.6641e+07,-5.4011e+07,4.3857e+27
-3.9753e+07,-3.5179e+07,1.6326e+27
8.2879e+07,3.1699e+07,2.7221e+27
-8.1468e+07,7.9248e+07,7.9395e+27
-5.0958e+07,-1.9063e+07,1.0126e+27
1.245e+07,-3.8126e+06,5.3286e+25
-6.6586e+07,-8.9916e+07,9.1932e+27
4.9116e+07,7.5069e+06,6.5945e+26
-7.2803e+06,-2.4476e+07,6.1235e+26
1.5702e+06,2.8609e+07,8.191e+26
-1.1266e+07,-2.2977e+07,5.5967e+26
-2.7586e+07,-2.3154e+07,7.2638e+26
-9.1155e+07,-8.8007e+07,9.8226e+27
9.4926e+07,-4.4374e+07,4.2218e+27
-38017,-3.9961e+07,1.5969e+27
-6.0212e+07,-8.0279e+07,7.3511e+27
9.3628e+07,8.6406e+07,9.6575e+27
-1.324e+06,-2.204e+06,5.2959e+24
2.8236e+07,2.3009e+07,7.2873e+26
1.7924e+07,3.5054e+07,1.3091e+27
-4.8518e+07,8.2749e+07,7.436e+27
1.5384e+07,7.9006e+07,6.3012e+27
-5.571e+07,5.9728e+07,4.3434e+27
5.5245e+07,8.1131e+07,7.3453e+27
1.3863e+07,2.5623e+07,7.0457e+26
-9.4893e+07,7.2776e+07,7.5475e+27
-3.9131e+07,-6.7626e+07,4.956e+27
-7.1877e+07,7.4818e+07,6.8894e+27
3.9963e+06,6.7379e+07,4.5439e+27
2.2156e+07,-8.7966e+07,7.8608e+27
4.781e+07,4.7461e+07,2.824e+27
7.022e+07,-4.7683e+07,3.5063e+27
3.58e+07,-7.2452e+07,5.5697e+27
3.3275e+07,-5.4456e+07,3.2423e+27
1.1068e+07,-5.8411e+07,3.4425e+27
-8.8014e+07,1.1531e+07,2.0696e+27
1.9122e+07,-4.3889e+07,2.0177e+27
-4.0984e+07,-3.8625e+07,1.9118e+27
8.8121e+07,1.6223e+07,2.2045e+27
-4.4706e+07,-4.6689e+07,2.6795e+27
-2.4544e+07,-5.1926e+07,2.8469e+27
3.5038e+07,-4.5748e+07,2.3998e+27
-1.4147e+07,-2.0898e+07,4.8676e+26
3.3272e+07,1.5228e+07,5.0864e+26
-9.2772e+07,2.5455e+07,2.7996e+27
-6.2862e+07,-9.3966e+07,9.8175e+27
8.67e+07,-7.8455e+07,8.0344e+27
3.5417e+07,9.7884e+07,9.8949e+27
-7.9619e+07,-5.0616e+07,4.1467e+27
9.9373e+07,-1.0295e+07,2.5747e+27
5.8924e+07,9.1317e+07,9.2067e+27
7.9616e+07,-1.0764e+07,1.7005e+27
-3.5169e+07,-9.9923e+07,1.0294e+28
-4.6679e+07,-3.7602e+07,1.9587e+27
3.1607e+07,4.6436e+07,2.406e+27
-8.8056e+07,-8.1796e+07,8.629e+27
5.8525e+06,-8.2404e+07,6.799e+27
-5.6311e+07,3.3049e+07,1.885e+27
7.8559e+06,-4.8272e+07,2.3456e+27
-5.9046e+07,5.9575e+07,4.4208e+27
-6.0814e+07,6.5391e+07,5.2006e+27
-2.3063e+07,-8.2215e+07,6.8924e+27
3.9079e+07,-7.2235e+07,5.5997e+27
5.5567e+07,-4.8364e+05,7.7217e+26
-5.562e+07,-2.268e+07,1.2878e+27
-2.9782e+07,2.1879e+07,7.0045e+26
-9.2289e+07,1.594e+07,2.3834e+27
2.7971e+07,3.4435e+07,1.3813e+27
-8.4637e+06,3.7529e+07,1.4263e+27
5.2683e+07,4.4082e+06,7.133e+26
7.3651e+07,-8.7127e+07,8.9472e+27
5.4344e+07,-4.4243e+07,2.6958e+27
-3.4725e+07,-7.4543e+07,5.8581e+27
-7.3159e+07,4.0242e+07,2.9575e+27
-3.577e+07,2.6996e+07,1.0486e+27
5.7034e+07,-3.4819e+07,2.0256e+27
-7.8046e+07,8.6164e+05,1.5235e+27
-6.6334e+07,-6.0139e+07,4.7168e+27
1.5072e+07,5.6359e+07,3.2331e+27
4.406e+07,1.3894e+06,4.8725e+26
4.693e+07,-7.9036e+07,6.7972e+27
7.3657e+07,-2.7174e+07,2.0947e+27
-2.5432e+07,-8.0248e+07,6.6015e+27
4.8248e+07,-1.1406e+07,7.1206e+26
9.8381e+07,8.8413e+07,1.0237e+28
-6.415e+07,6.3463e+07,5.0563e+27
-5.5095e+07,7.9771e+07,7.1223e+27
-4.8619e+07,-1.7577e+07,8.999e+26
9.3141e+07,7.3131e+07,7.517e+27
-6.9961e+07,8.7855e+07,8.9421e+27
-4.6647e+07,-4.7025e+06,5.6611e+26
-5.282e+06,-8.2367e+07,6.7913e+27
-5.1154e+06,-8.3866e+06,7.6877e+25
-6.6249e+07,-9.3475e+07,9.8347e+27
6.4803e+07,-1.124e+07,1.1762e+27
2.1706e+07,9.2808e+07,8.7311e+27
4.4306e+07,-7.3625e+07,5.9114e+27
-2.8737e+07,9.9722e+07,1.0151e+28
6.6775e+07,-1.1539e+07,1.2479e+27
-1.23e+07,3.488e+07,1.2544e+27
-9.4913e+05,-9.8356e+07,9.6741e+27
-9.4201e+07,2.0433e+07,2.636e+27
-2.6933e+07,-7.4886e+07,5.7893e+27
-4.1736e+07,-7.325e+07,5.801e+27
-5.6507e+06,5.0132e+07,2.5212e+27
-1.9508e+07,-2.8809e+07,9.2513e+26
-3.4522e+07,-2.93e+07,1.1564e+27
-8.3923e+07,3.667e+07,3.1054e+27
4.7787e+07,8.9426e+07,8.5679e+27
-2.6158e+07,-8.32e+07,7.0933e+27
4.3852e+07,-6.0006e+07,4.0815e+27
5.4877e+07,-5.7717e+07,4.0842e+27
-1.259e+07,-5.0348e+07,2.5745e+27
-6.1544e+07,-1.0065e+07,1.0482e+27
2.5253e+07,8.3909e+07,7.2001e+27
4.6963e+07,-5.4601e+07,3.5326e+27
8.4213e+07,-7.7875e+07,7.8375e+27
-2.4045e+07,-1.0957e+07,2.6459e+26
-6.7152e+06,-6.1466e+07,3.7894e+27
-7.9059e+07,-8.8827e+07,9.4527e+27
-6.3132e+07,3.9193e+07,2.5325e+27
3.6618e+07,-2.5345e+07,9.7756e+26
-7.8999e+07,-8.6612e+07,9.0619e+27
-2.0943e+07,-6.5598e+07,4.4128e+27
-4.0103e+07,2.0417e+07,8.1892e+26
-5.5156e+07,4.6137e+07,2.8891e+27
8.9277e+07,7.0068e+07,6.9021e+27
2.6167e+06,8.488e+07,7.2063e+27
-9.2743e+07,-6.1332e+07,5.9119e+27
5.8116e+07,3.6502e+06,8.5768e+26
7.8232e+07,6.0838e+07,5.2314e+27
-4.614e+07,-5.495e+06,5.6242e+26
1.0374e+07,7.9775e+07,6.391e+27
-5.6745e+07,7.1469e+07,5.9128e+27
2.5849e+07,8.7908e+07,7.8948e+27
-1.9176e+07,1.7972e+07,4.1492e+26
9.1665e+07,6.178e+07,5.9174e+27
6.3969e+07,-8.1751e+07,7.7062e+27
1.6086e+06,6.9794e+07,4.8718e+27
9.7668e+06,4.2495e+07,1.8297e+27
2.6879e+07,4.1525e+07,1.9049e+27
7.2816e+07,1.1383e+07,1.4551e+27
-3.0914e+07,1.5499e+06,2.4132e+26
4.1998e+07,7.1488e+07,5.5515e+27
5.0531e+07,-6.1484e+07,4.4186e+27
1.7891e+07,-7.469e+07,5.6587e+27
-2.8402e+07,9.5196e+07,9.2639e+27
-4.4275e+07,-1.6457e+07,7.6092e+26
-3.0519e+07,-2.9027e+07,1.0754e+27
2.5131e+07,8.135e+07,6.7758e+27
-3.3148e+06,6.8143e+07,4.6463e+27
6.1822e+07,7.3458e+07,6.3516e+27
1.3857e+06,-9.3195e+07,8.6858e+27
2.9992e+07,-5.7322e+07,3.5107e+27
6.4932e+07,-6.5852e+07,5.3905e+27
2.08e+07,-9.691e+07,9.4996e+27
-3.813e+07,-1.2546e+07,5.2086e+26
-9.8438e+07,-4.4661e+07,4.4171e+27
-9.4032e+07,2.8517e+07,3.0237e+27
-1.8413e+07,-1.7616e+07,3.9509e+26
8.5063e+06,-7.8884e+07,6.2408e+27
-3.7427e+06,6.1608e+07,3.799e+27
-9.0293e+07,-7.5006e+07,7.6641e+27
-8.5108e+07,2.2784e+07,2.3299e+27
1.4801e+06,-6.5105e+07,4.2392e+27
2.9716e+07,9.8134e+07,9.851e+27
-5.9538e+07,9.3546e+07,9.6371e+27
-6.3675e+07,-5.8663e+07,4.4549e+27
-6.1948e+07,-1.7712e+05,9.5941e+26
9.1505e+07,-1.0172e+07,2.1968e+27
9.9977e+07,7.0886e+07,7.5237e+27
-9.5765e+07,-5.0574e+07,4.8504e+27
-6.4465e+07,4.0233e+07,2.6576e+27
9.1961e+07,7.5676e+07,7.8411e+27
-4.5572e+07,4.3521e+07,2.4132e+27
-9.6593e+07,-3.2047e+07,3.3596e+27
-2.2993e+06,-3.8971e+07,1.52e+27
-6.2919e+07,6.6795e+07,5.4512e+27
8.8661e+06,7.7373e+07,6.0062e+27
9.5218e+07,-4.1372e+07,3.9783e+27
-2.8015e+07,8.7707e+07,7.8887e+27
7.2769e+07,-4.5283e+07,3.3744e+27
-7.0055e+07,-2.6914e+07,1.9513e+27
1.3812e+07,8.1112e+07,6.6268e+27
4.4076e+07,-5.0942e+07,3.0807e+27
6.3222e+07,-4.9262e+07,3.426e+27
3.1484e+07,-9.7487e+07,9.7514e+27
-7.4117e+07,-3.8206e+07,2.833e+27
-5.6319e+07,5.6212e+07,3.9527e+27
-3.9807e+07,-4.4322e+07,2.3606e+27
5.7227e+07,-2.1829e+07,1.2953e+27
5.0453e+07,-1.1484e+07,7.6826e+26
-5.7857e+07,-4.2878e+07,2.6754e+27
-1.9399e+07,-4.2348e+07,1.8874e+27
4.4998e+07,-1.3599e+07,6.9114e+26
2.1502e+07,8.3049e+07,7.0128e+27
-7.209e+07,6.5392e+06,1.342e+27
-3.0379e+07,-6.3354e+07,4.2445e+27
2.109e+07,-3.3153e+06,1.2218e+26
-3.6976e+07,5.3544e+07,3.2088e+27
-7.798e+07,-2.5852e+07,2.1886e+27
8.6213e+06,5.3942e+07,2.9284e+27
8.7507e+06,7.4618e+07,5.587e+27
-3.8025e+07,-8.0889e+07,6.9045e+27
6.2286e+07,-2.5973e+07,1.6445e+27
2.6027e+07,-5.155e+07,2.8267e+27
4.9577e+07,5.518e+07,3.6593e+27
-9.3142e+07,-5.1156e+07,4.7858e+27
-4.5193e+07,-7.2718e+06,5.6347e+26
-1.2907e+07,1.4198e+07,2.4323e+26
-7.0165e+07,3.6503e+07,2.5633e+27
-6.0894e+07,2.6343e+06,9.3397e+26
6.2641e+07,-2.3293e+07,1.5236e+27
9.5859e+07,1.0989e+06,2.2984e+27
9.4614e+07,-9.5879e+07,1.1431e+28
-5.7478e+07,-5.0044e+07,3.3303e+27
-7.0175e+07,6.2181e+07,5.0976e+27
8.2368e+07,-2.6744e+07,2.4113e+27
2.6596e+07,-9.9263e+06,2.7537e+26
4.3547e+07,-6.192e+07,4.3082e+27
-4.2872e+07,4.6428e+07,2.6151e+27
4.5864e+06,6.1743e+07,3.8174e+27
-4.2906e+07,6.3361e+07,4.4749e+27
-4.5251e+07,-6.8514e+07,5.2061e+27
9.4675e+07,4.1858e+07,3.9929e+27
8.8486e+07,-3.8052e+07,3.4054e+27
-8.8436e+07,-3.5175e+07,3.1925e+27
-4.7346e+07,8.642e+07,8.0288e+27
-7.7655e+06,6.7402e+07,4.5581e+27
-7.0339e+07,-6.6005e+07,5.5936e+27
-8.3649e+07,-4.8714e+06,1.773e+27
-7.8718e+07,-2.8318e+07,2.351e+27
1.508e+07,-9.4068e+07,8.9056e+27
-8.692e+07,-3.4851e+07,3.1033e+27
8.9619e+07,-1.8459e+07,2.3487e+27
6.1731e+07,-1.6728e+07,1.2325e+27
4.073e+07,6.0168e+07,4.0349e+27
7.6189e+07,-1.9715e+07,1.8399e+27
-2.0592e+07,-8.1239e+07,6.7058e+27
-5.7269e+07,2.0113e+07,1.2244e+27
-1.9822e+07,-1.1225e+07,2.2424e+26
3.1216e+07,2.8815e+07,1.0739e+27
8.4909e+07,3.6072e+07,3.1036e+27
-7.3661e+07,9.1276e+07,9.6877e+27
7.8124e+07,1.2555e+07,1.6834e+27
-9.1527e+07,-7.7528e+07,8.105e+27
8.7077e+07,-3.3818e+07,3.0392e+27
-1.8243e+07,-3.8424e+07,1.5596e+27
4.5853e+07,-7.9847e+07,6.9011e+27
-9.4458e+07,-2.9103e+07,3.0776e+27
-6.5063e+07,5.1941e+07,3.7561e+27
5.9567e+07,-8.4461e+07,8.0208e+27
-7.1201e+07,-9.028e+07,9.4179e+27
1.5732e+06,1.8267e+07,3.3428e+26
7.0184e+07,-3.7249e+07,2.619e+27
8.424e+07,1.8246e+07,2.107e+27
6.7362e+07,5.7802e+07,4.4755e+27
-8.5599e+07,3.8464e+07,3.3113e+27
4.1536e+07,4.2082e+05,4.3148e+26
4.4229e+07,5.3168e+07,3.3159e+27
1.9399e+07,8.945e+07,8.0953e+27
8.4449e+07,3.8986e+07,3.3029e+27
8.4742e+07,8.2923e+07,8.6716e+27
2.4109e+07,-5.3617e+07,3.0201e+27
-5.919e+07,2.0613e+06,8.8011e+26
1.3466e+07,1.2512e+07,2.0189e+26
2.3856e+07,-5.803e+07,3.5098e+27
6.1239e+06,1.6078e+05,9.4013e+24
6.6617e+07,-4.9922e+07,3.6016e+27
9.585e+07,6.5822e+06,2.3401e+27
5.4692e+07,-9.134e+07,9.0907e+27
2.2162e+07,1.2265e+06,1.243e+26
-1.1993e+07,2.5081e+07,6.6501e+26
7.8861e+07,5.9519e+07,5.0972e+27
-1.7083e+07,-8.2087e+07,6.8113e+27
-8.0769e+07,-8.0617e+07,8.13e+27
1.8056e+07,2.5001e+07,7.0654e+26
9.0638e+07,-3.1613e+07,3.0532e+27
8.2265e+07,5.4278e+07,4.638e+27
-6.9805e+07,1.3464e+07,1.3995e+27
6.3532e+07,-7.2362e+07,6.2453e+27
9.4985e+07,-7.9191e+07,8.5268e+27
-2.3078e+06,-2.0419e+06,5.5008e+24
8.7129e+07,-1.3086e+07,2.0691e+27
1.5991e+07,5.1905e+06,9.0866e+25
-3.7861e+07,9.1887e+07,8.8016e+27
-2.8457e+07,6.6265e+07,4.5935e+27
-8.7218e+07,-4.1367e+07,3.6129e+27
9.5836e+07,-8.6838e+06,2.3716e+27
-2.5822e+07,-5.4728e+07,3.1618e+27
6.6421e+07,5.3255e+07,3.9391e+27
2.3643e+06,3.153e+07,9.9552e+26
-4.5723e+07,8.7123e+05,5.234e+26
9.724e+07,-4.8374e+07,4.7039e+27
9.3688e+07,2.2828e+07,2.7155e+27
2.7386e+07,1.6087e+07,4.4628e+26
-1.1798e+06,-9.0433e+05,1.1658e+24
7.0691e+07,-2.1898e+07,1.7288e+27
9.4412e+07,4.8981e+07,4.6276e+27
-2.759e+07,-8.9187e+07,8.1447e+27
-3.9231e+07,-1.0309e+07,4.9105e+26
-4.3367e+06,-4.3403e+07,1.8885e+27
-6.8148e+07,7.301e+07,6.4915e+27
-8.6898e+07,1.7011e+07,2.1772e+27
-5.4322e+07,-3.2735e+07,1.8093e+27
5.8642e+07,8.9056e+07,8.7906e+27
8.52e+07,-1.5743e+07,2.0626e+27
-5.9189e+07,4.7317e+07,3.1147e+27
9.7695e+07,4.2628e+06,2.4043e+27
6.8336e+07,1.4978e+07,1.3918e+27
-3.353e+07,2.4185e+07,8.6595e+26
-3.0086e+07,-7.8329e+07,6.3617e+27
6.2545e+07,2.8678e+07,1.8004e+27
6.2225e+07,-6.0266e+07,4.5999e+27
1.4912e+07,-2.0129e+07,4.6075e+26
-6.1663e+07,-6.318e+07,4.9423e+27
5.8976e+07,6.1217e+07,4.6171e+27
-2.6766e+07,-3.2587e+07,1.241e+27
-9.6087e+07,-9.4959e+07,1.1325e+28
8.0193e+07,3.5188e+07,2.8459e+27
3.9611e+07,-5.0266e+06,4.1752e+26
9.3389e+07,-7.3919e+07,7.6444e+27
-7.8878e+07,-3.3776e+07,2.6962e+27
-1.5135e+07,-9.2705e+07,8.6516e+27
-8.394e+07,8.8282e+07,9.5553e+27
-8.4558e+07,3.3883e+07,2.9356e+27
-5.4607e+07,-6.0682e+07,4.4278e+27
-7.5348e+07,-3.1098e+07,2.3864e+27
-5.6504e+06,1.3408e+07,1.8777e+26
7.5568e+07,2.5428e+06,1.4341e+27
-4.5233e+07,-4.4819e+07,2.5202e+27
-5.0441e+07,7.1517e+07,5.7508e+27
-3.1425e+07,5.2486e+07,3.0017e+27
-4.117e+07,4.2539e+07,2.2333e+27
9.2867e+07,-2.7216e+07,2.8968e+27
1.9469e+07,-5.6904e+07,3.3328e+27
6.3555e+07,-2.5036e+07,1.6366e+27
-3.7292e+07,1.4369e+07,5.5415e+26
3.4096e+07,-7.584e+06,3.4815e+26
-2.4834e+07,-8.8921e+07,8.061e+27
-1.7328e+07,3.743e+07,1.4761e+27
2.7142e+07,-6.8498e+07,4.8762e+27
-4.0942e+07,-3.5987e+07,1.7142e+27
6.724e+07,-3.7745e+07,2.555e+27
-6.2225e+07,-5.0663e+07,3.5348e+27
-7.1148e+07,5.6786e+07,4.4901e+27
-4.1021e+07,-8.0716e+06,4.8583e+26
5.3327e+07,9.6645e+07,1.0051e+28
-6.3364e+07,-6.9882e+07,5.8872e+27
-2.7557e+07,-9.1158e+07,8.4996e+27
7.5845e+07,1.4579e+07,1.6507e+27
-9.7623e+07,6.9313e+07,7.1868e+27
-4.1206e+07,9.5215e+07,9.4903e+27
6.5138e+06,1.1704e+07,1.4759e+26
6.4219e+07,-8.8067e+07,8.7868e+27
3.8261e+07,-4.4939e+07,2.3855e+27
-9.6758e+07,7.3784e+07,7.7845e+27
-8.2516e+07,-7.515e+07,7.3497e+27
1.9261e+07,8.4232e+07,7.1878e+27
5.5642e+07,-5.1009e+07,3.376e+27
-7.6307e+07,2.0752e+07,1.8863e+27
-9.303e+07,4.6296e+07,4.307e+27
-8.4274e+07,4.9209e+07,4.1971e+27
-6.2734e+07,2.3112e+07,1.5181e+27
-9.0182e+07,-2.2539e+07,2.5412e+27
-4.1459e+07,-5.0758e+07,3.0061e+27
3.7475e+07,2.7762e+07,1.1218e+27
-1.6529e+07,-3.0456e+07,9.9589e+26
2.0635e+07,-9.7159e+07,9.5462e+27
-4.3947e+07,-7.8103e+07,6.5828e+27
-6.0947e+07,-9.0083e+07,9.0436e+27
-9.7686e+07,-1.1945e+07,2.5283e+27
4.7331e+07,3.5969e+07,1.8538e+27
8.7174e+07,-7.4871e+07,7.5055e+27
-8.0949e+07,5.6003e+05,1.6385e+27
8.9978e+07,-6.6498e+07,6.446e+27
-5.9856e+07,-7.3488e+05,8.9621e+26
2.2483e+07,-7.2578e+07,5.394e+27
1.1561e+07,-3.1288e+07,1.0124e+27
-7.71e+07,8.0115e+07,7.9045e+27
9.9355e+07,3.3417e+07,3.5846e+27
4.2311e+07,-8.5453e+07,7.7498e+27
-7.5701e+07,5.6096e+07,4.5794e+27
1.471e+07,-8.756e+07,7.7209e+27
-3.8054e+07,-2.4786e+07,9.7636e+26
2.386e+07,-4.0661e+07,1.7956e+27
